,name,meter_score,audience_score,rating,genre,cast,director,time,studio,runtime,box_office,movie_synopsis,actor_score
1453,Sophie Scholl: The Final Days,87,88,PG,"'Art House & International', 'Drama'","'Julia Jentsch', 'Gerald Alexander Held', 'Fabian Hinrichs', 'Johanna Gastdorf', 'André Hennicke', 'Florian Stetter', 'Franz Stabler', 'Johannes Suhm', 'Maximilian Brückner', 'Jörg Hube', 'Lilli Jung', 'Franz Staber', 'Petra Kelling'",'Marc Rothemund',2006-02-24,'Zeitgeist',120,700000.0,"Filmmaker Marc Rothemund utilizes long-buried historical records to reconstruct the last six days in the life of renowned German anti-Nazi activist Sophie Scholl (Julia Jentsch) in an Academy Award-nominated feature that earned star Julia Jentsch a Best Actress award at both the 2005 Lolas and the 2005 Berlin International Film Festival. The year is 1943 and Adolf Hitler's devastating march across Europe has resulted in the formation of the White Rose, an underground resistance movement born in Munich and dedicated to the fall of the Third Reich. Despite being one of the only female members in the White Rose movement, Sophie Scholl's conviction is strong and her will unbreakable. Eventually arrested by the Gestapo for distributing pamphlets on campus alongside her brother Hans, Sophie boldly maintains her ground by calling for freedom and personal responsibility and never once backing down even in the face of certain, inescapable death. ~ Jason Buchanan, Rovi",0
1454,The Three Burials of Melquiades Estrada,85,81,R,"'Drama', 'Western'","'Tommy Lee Jones', 'Barry Pepper', 'Julio Cedillo', 'Julio Cesar Cedillo', 'Dwight Yoakam', 'January Jones', 'Melissa Leo', 'Vanessa Bauche', 'Levon Helm', 'Ignacio Guadalupe', 'Mel Rodriguez', 'Cecilia Suárez', 'Irineo Alvarez', 'Guillermo Arriaga', 'Josh Berry', 'Rodger Boyce', ""Edwin 'Bubba' Broussard"", 'René Campero', 'Lupe Campos', 'Ariel Castro', 'Uriel Chavez', 'Sonny Carl Davis', 'Montserrat de Leon', 'Jesse De Luna', 'Richard Dillard', 'Jorge Adrián Espíndola', 'Jordan Henderson', 'Sean Hennigan', 'Karen Jones', 'Richard Jones', 'Victoria Jones', 'Raul Molinar', 'Adrian Navarette', 'Lonnie Nelson', 'Juan Pareja', 'Terry Parks', 'Gustavo Sanchez Parra', 'Hugo Perez', 'Paulina Reyes', 'Sergio Rodriguez', 'Charles Sanders', 'Brent Smiga', 'Spike Spencer', 'Angelina C. Torres', 'Barry Tubb', 'Guillermo Von Son', 'Maya Zapata', 'Pete Anthony'",'Tommy Lee Jones',2006-02-03,'Sony Pictures Classics',121,4913407.0,"A man is shot and quickly buried in the high desert of west Texas. The body is found and reburied in Van Horn's town cemetery. Pete Perkins, a local ranch foreman kidnaps a Border Patrolman and forces him to disinter the body. With his captive in tow and the body tied to a mule Pete undertakes a dangerous and quixotic journey into Mexico.",193
1455,Akeelah and the Bee,85,81,PG,"'Drama', 'Kids & Family'","'Keke Palmer', 'Laurence Fishburne', 'Angela Bassett', 'Curtis Armstrong', 'J.R. Villarreal', 'Erica Hubbard', 'Sean Michael Afable', 'Julito McCullum', 'Eddie Steeples', 'Dalia Phillips', 'Tzi Ma', 'Jeris Poindexter', 'Sara Niemietz', 'George Hornedo', 'Craig Wasson', 'Sahara Garey', 'Lee Thompson Young', 'Jumper Lark', 'Katie Kerwin McCrimmon', 'Marjorie Harris', 'Jacques Bailly', 'Krysten Leigh Jones', 'Jeff Marlow', 'Amirah Hawkins', 'Chloé Conroy', 'Lee Garlington', 'Sidney Ganis', 'Austin Herrera Davis', 'Sid Ganis', 'Janet Borrus', 'Wolfgang Bodison', 'Marcus Hawkins Dungey', 'Caroline J. Smith', 'Bonita Friedericy', 'Neil Soni', 'Jack Ong', 'Lauren Sanchez', 'Fay Hauser', 'Keshell Lucas', 'Corina Boettger', 'Shyann Chatman', 'Todd Wagner', 'Brittany Elizabeth Curran', 'Alexandra Rieger', 'Eric Don', 'Julia Kelleher', 'Zachary Gardner', 'John A. Ausick', 'Maddy Kloss', 'Lynda Mason Green', 'Jessy J. Hwang', 'Biplab Panda', 'Alexander Christian Stephans', 'Katie L. Brown', 'John Oxenreiter', 'Katie Olson', 'Jason Ortenberg', 'Lance Norling', 'Jmeka Cherrel', 'Kahlil Ashanti'",'Doug Atchison',2006-04-28,'Lionsgate Releasing',112,18811135.0,"Akeelah Anderson is a precocious 11-year-old girl from south Los Angeles with a gift for words. Despite the objections of her mother Tanya, Akeelah enters various spelling contests, for which she is tutored by the forthright Dr. Larabee; her principal Mr. Welch and the proud residents of her neighborhood. Akeelah's aptitude earns her an opportunity to compete for a spot in the Scripps National Spelling Bee and in turn unites her neighbors who witness the courage and inspiration of one amazing little girl.",81
1458,The Road To Guantanamo,86,82,R,"'Documentary', 'Drama'","'Riz Ahmed', 'Farhad Harun', 'Afran Usman', 'Waqar Siddiqui', 'Arfan Usman', 'Shahid Iqbal', 'Ruhel Ahmed', 'Sher Khan', 'Asif Iqbal', 'Shafiq Rasul', 'Jacob Gaffney', 'Mark Holden', 'Jason Salkey', 'Duane Henry', 'William Meredith', 'Payman Bina', 'Adam James', 'Ian Hughes', 'James Buller', 'Mark Sproston', 'Nancy Crane', 'Ewan Bailey', 'Martin McDougall', 'Naser Ranjha', 'Justin Lynch', 'Sara Stewart', 'Demetri Goritsas', 'James McNeil', 'Sasha Pick', 'Steven Beckingham', 'Brian Flaherty', 'Jason Schams', 'Andre Pitts', 'Justin Thomson', 'Tom Whitecross'","'Michael Winterbottom', 'Mat Whitecross'",2006-06-23,'Roadside Attractions',95,221178.0,"Michael Winterbottom combines fact and fiction in ""The Road to Guantanamo"" recounting the story of the Muslim men from Britain now known as the Tipton Three. In 2001 they set off for a wedding in Pakistan, took a side trip to Afghanistan and were captured by the Northern Alliance, held at an American military camp and later shipped to Guantanamo. They remained imprisoned there for two years, until evidence emerged that they were still in Britain at the time they were accused of having been at a rally with Osama bin Laden.",0
1459,Quinceañera,86,71,R,"'Art House & International', 'Comedy', 'Drama'","'Emily Rios', 'Jesus Castanos-Chima', 'Jesse Garcia (III)', 'Alicia Sixtos', 'J.R. Cruz', 'Chalo Gonzalez', 'David W. Ross', 'Jason L. Wood', 'Araceli Guzman-Rico', 'Listette Avila', 'James L. Wood', 'Germán Campos', 'Johnny Chavez', 'Carmen Aguirre', 'Lisette Avila', 'Jorge Ortiz', 'Aris Mendoza', 'German Zavala', 'Alicia Flamenco', 'Bertha Flamenco', 'Micah Schifman', 'James Claude', 'Dane Rosselli', 'Danny Vasquez', 'Joanie Tomsky', 'Hector Quevedo', 'Carlos Linares', 'Margarita Lugo', 'Veronica Sixtos', 'Valentin Martinez Medina', 'Alex Sánchez', 'Jasiel Flamenco', 'Alexandra Escamilla', 'Marlene Flamenco', 'Frankie Loyal', 'Rebecca López', 'Blanca Reyes', 'Bob Murphy', 'Daniel Vasquez', 'Martha Orloff', 'Anthony Mendoza', 'Danny Álvarez', 'Teresa-Michelle Ruiz', 'Terah Gisolo', 'Laura Ann Masura', 'Andy Bishop', 'Ingrid Eggertsen', 'Art Aroustamian', 'Angela Muller', 'Yvonne Majica-Nelson', 'Yvonne Mojica-Nelson', 'Johnny B.', 'Arthur H', 'Joey Maan Yee-man', 'Nancy Badillo', 'Leslie Campos', 'Mario Galvez', 'Mercia García', 'Diego Pablo', 'Jason Rodriguez', 'Carmen Aquirre'","'Richard Glatzer', 'Wash Westmoreland'",2006-08-02,'Sony Pictures Classics',91,1540873.0,"A Hispanic teenager travels the rough road to adult responsibility earlier than she expected in this independent drama. Magdalena (Emily Rios) is a young Latina who is looking forward to her upcoming quinceañera celebration -- the 15th birthday party that marks the passage into adulthood for Mexican-American women. Magdalena's expectations are raised by the lavish party her older cousin Eileen (Alicia Sixtos) gets for the occasion, but Magdalena's mother (Araceli Guzman-Rico) and father (Jesus Castanos-Chima) insist on a lower-key affair that will focus on the more responsible aspects of grown-up life. However, Magdalena gets a crash course in that subject when she discovers she's pregnant with the child of her boyfriend, Herman (J.R. Cruz); life at home becomes unbearable for her, and she leaves to live with her more sympathetic uncle, Tio Thomas (Chalo Gonzalez). Home for Tio Thomas and Magdalena is a small apartment in a building owned by James (Jason L. Wood) and Gary (David W. Ross), a gay couple looking to gentrify the neighborhood. Magdalena strikes up a friendship with her cousin Carlos (Jesse Garcia), a roughneck teen with a good heart who is also on the outs with his family when they discover he's experimenting with his sexuality. Produced in part by Todd Haynes, Quinceañera received its premiere at the 2006 Sundance Film Festival.",0
1465,Sweet Land,85,83,PG,"'Art House & International', 'Drama'","'Elizabeth Reaser', 'Tim Guinee', 'Alan Cumming', 'John Heard', 'Alex Kingston', 'Ned Beatty', 'Tom Gilroy', 'Patrick Heusinger', 'Stephen Pelinksi', 'Stephen Pelinski', 'Paul Sand', 'Sage Kermes', 'Karen Landry', 'Lois Smith', 'Robert Hogan', 'James Cada', 'Charlotta Mohlin', ""Stephen D'Ambrose"", 'Patrick Coyle', 'Raye Birk', 'Jodie Markell', 'Kristen Frantzich', 'Stephen Yoakam', 'James R. Bakkom', 'Palmer Grinager', 'Barbara Kingsley', 'Tony Pappenfuss', 'Wayne A. Evenson', 'Dick Reignier', 'John Paul Gamoke'",'Ali Selim',2006-10-13,'Libero LLC',110,1265486.0,"A European exile finds herself a stranger in a strange land when she comes to the United States in this independent romantic comedy-drama. As a man ponders what to do with his family's estate after the death of his grandmother, he thinks back to how she first came to America shortly after World War I. Olaf (Tim Guinee) is a Norwegian-American farmer looking for a wife to share his home on the Minnesota prairie, and with eligible women in short supply locally, he sends away for a mail-order bride. Inge Ottenberg (Elizabeth Reaser) soon arrives at Olaf's doorstep, but while she's pretty, smart, and amiable, he's taken aback to discover she's not Norwegian but German, which after several years of anti-German propaganda does not make her popular with her new neighbors. Inge isn't very good with English, making it even harder to keep her background a secret, and the local pastor, Rev. Sorrensen (John Heard), is so outraged at the presence of a presumed Hun he refuses to perform their wedding. But Inge struggles to make friends with her new neighbors, in particular Olaf's best friend, Frandsen (Alan Cumming), a gadget fancier whose wife, Brownie (Alex Kingston), is better with mechanical items than he is. In time, Inge's cheerful nature and love of music begin to make an impression on the community as she shares her favorite tunes on her ever-present gramophone. Sweet Land was the first feature film from writer and director Ali Selim. ~ Mark Deming, Rovi",1
1469,Tsotsi (Thug),82,86,R,"'Art House & International', 'Drama'","'Presley Chweneyagae', 'Terry Pheto', 'Kenneth Nkosi', 'Mothusi Magano', 'Percy Matsemela', 'Annemarie Zola', 'Jerry Mofokeng', 'Nambitha Mpumlwana', 'Benny Moshe', 'Zenzo Ngqobe', 'Nonthuthu Sibisi', 'Israel Sipho Matseke Zulu', 'Nthuthuko Sibisi', 'Thembi Nyandeni', 'Rapulana Seiphemo', 'Owen Sejake', 'Ben Moshe', 'Zola', 'Sindi Khambule', 'Sindi Shambule'",'Gavin Hood',2006-02-24,'Miramax',91,2753840.0,"An amoral teenager develops an unexpected paternal side in this powerful drama from South Africa. Tsotsi (Presley Chweneyagae) is the street name used by a young Johannesburg delinquent who has taken to a life of crime in order to support himself. Tsotsi comes from a blighted upbringing -- his mother died slowly from AIDS-related illnesses, and his father was torturously abusive -- and he has developed a talent for violence borne of necessity as well as taking strange pleasure in hurting other people. One evening, Tsotsi shoots a woman while stealing her car, and only later discovers that her infant son is in the back seat. Uncertain of what to do with the baby, Tsotsi takes the boy home and tries to care for it -- going so far as to force Miriam (Terry Pheto), a single mother living nearby, to nurse the baby. With time, Tsotsi learns the basics of child care, and the presence of the baby awakens a sense of humanity in him that life on the street had stripped away. Tsotsi was adapted from a novel by the award-winning South African writer Athol Fugard.",0
1470,Dreamgirls,79,71,PG-13,"'Drama', 'Musical & Performing Arts'","'Jamie Foxx', 'Beyoncé Knowles', 'Eddie Murphy', 'Danny Glover', 'Jennifer Hudson', 'Anika Noni Rose', 'Keith Robinson', 'Sharon Leal', 'Loretta Devine', 'Michael-Leon Wooley', 'John Lithgow', 'John Krasinski', 'Mariah I. Wilson', 'Yvette Cason', 'Ken Page', 'Ralph Harris', 'Alexander Folk', 'Esther Scott', 'Jordan Wright', 'Dawnn Lewis', 'Jaleel White', 'Hinton Battle', 'Jordan Belfi', 'Gilbert Glenn Brown', 'Yvette Nicole Brown', 'Laura Bell Bundy', 'E.J. Callahan', 'Luna Rocio Cantale', 'Stephanie Owens', 'Thomas Crawford', 'Cleo King', 'Pam Trotter', 'Jocko Sims', 'Daren A. Herbert', 'Ivar Brogger', ""Rory O'Malley"", 'Sybyl Walker', 'Jonelle Kennedy'",'Bill Condon',2006-12-25,'Dreamworks',130,103300000.0,"Director Bill Condon brings Tom Eyen's Tony award-winning Broadway musical to the big screen in a tale of dreams, stardom, and the high cost of success in the cutthroat recording industry. The time is the 1960s, and singers Effie (Jennifer Hudson), Lorrell (Anika Noni Rose), and Deena (Beyoncé Knowles) are about to find out just what it's like to have their wildest dreams come true. Discovered at a local talent show by ambitious manager Curtis Taylor Jr. (Jamie Foxx), the trio known as ""the Dreamettes"" is soon offered the once-in-a-lifetime opportunity of opening for popular singer James ""Thunder"" Early (Eddie Murphy). Subsequently molded into an unstoppable hit machine by Taylor and propelled into the spotlight as ""the Dreams,"" the girls quickly find their bid for the big time taking priority over personal friendship as Taylor edges out the ultra-talented Effie so that the more beautiful Deena can become the face of the group. Now, as the crossover act continues to dominate the airwaves, the small-town girls with big-city dreams slowly begin to realize that the true cost of fame may be higher than any of them ever anticipated. ~ Jason Buchanan, Rovi",185
1471,Paprika,83,87,R,"'Animation', 'Horror', 'Science Fiction & Fantasy'","'Megumi Hayashibara', 'Tôru Furuya', 'Katsunosuke Hori', 'Toru Emori', 'Koichi Yamadera', 'Akio Ôtsuka', 'Hideyuki Tanaka', 'Satomi Kohrogi', 'Satomi Koorogi', 'Daisuke Sakaguchi', 'Mitsuo Iwata', 'Rikako Aikawa', 'Shinichirô Ôta', 'Satoshi Kon', 'Yasutaka Tsutsui'",'Satoshi Kon',2006-10-07,'Sony Pictures Classics',91,720502.0,"A machine allows therapists to enter patients' dreams. When it's stolen, all hell breaks loose, and only a woman therapist (nicknamed ""Paprika"") seems able to stop it.",0
1473,Little Children,80,82,R,"'Comedy', 'Drama'","'Kate Winslet', 'Patrick Wilson', 'Jennifer Connelly', 'Jackie Earle Haley', 'Gregg Edelman', 'Noah Emmerich', 'Phyllis Somerville', 'Sadie Goldstein', 'Ty Simpkins', 'Catherine Wolf', 'Helen Carey', 'Mary B. McCann', 'Trini Alvarado', 'Marsha Dietlein Bennett', 'Raymond J. Barry', 'Erica Berg', 'Jane Adams (II)', 'Chadwick Brown', 'Sarah Buxton', 'Alida P. Field', 'Anna Audia', 'Mary Goggin', 'Thomas Greaney', 'Celestial Hakim', 'Phil McGlaston', 'Corey Ireland', 'Bruce Kirkpatrick', 'Chance Kelly', 'Adam Mucci', 'Rebecca Schull', 'Cheryl Patrick', 'Tom Perrotta', 'Crystal Field', 'Mark A. Pierce', 'Lola Pashalinski', 'Hunter Reid', 'Walker Ryan', 'David Cole', 'Weston Elrod', 'Lisa Sample', 'Adam Sietz', 'Leo Trombetta', 'Leon Vitali', 'Christopher Nicholas Smith', 'Carolyn Erika Walter', 'Stan Carp', 'Sandra Berrios', 'Ivar Brogger', 'Myra Turley', 'Paul Mott', 'Margaret Pace', 'Beatrice Rigaud', 'Jillian Lindig', 'William Harvey', 'Casper Andreas', 'Matt Garifo', 'Brooke Fazio', 'Monica Dobson', 'Ken Tirado', 'Carlie LaPorta', 'Joe C. Guest', 'Bruce Gross', 'Patrick Larkin', 'Michael Diesel', 'Conrad Angel Corral', 'Darrell E. Geer', 'Gil Ira Hayes', 'Marshall Lefcourt', 'Jennifer Rainville', 'Gary Anthony Ramsay', 'Patricia A. Gangemi', 'Cynthia L. Wiese', 'Loren Wiese', 'Clare F. Mithcell', 'John Begley', 'Travis Koestler', 'Daniel Falla', 'Luis Tolentilo', 'Tugman Tookmanlian', 'Thomas Newman'",'Todd Field',2006-10-06,'New Line Cinema',136,5307219.0,"In a suburban town full of perfect parents devoted to rearing their children for Harvard futures, a stay-at-home mom has an affair with an ex-jock, stay-at-home dad who rebels against his wife's wishes that he become a big-bucks lawyer.",207
1475,Come Early Morning,83,48,R,"'Drama', 'Romance'","'Joey Lauren Adams', 'Ashley Judd', 'Jeffrey Donovan', 'Laura Prepon', 'Diane Ladd', 'Tim Blake Nelson', 'Stacy Keach', 'Ray McKinnon', 'Wally Welch', 'Pat Corley', 'Scott Wilson', 'Candyce Hinkle', 'Jeff Nichols', 'Christine Renee Ward', 'Jason T. Davis', 'Richard Lee Crow', 'Ritchie Montgomery', 'Nancy Ellen Mills', 'Chuck Borden', 'Ann Marie Hall', 'James Cotten', 'Jason A. Davis', 'Kelly Adams', 'Darlene Baker', 'Joshua Dean Payne'",'Joey Lauren Adams',2006-11-10,'IDP Distribution',95,50160.0,"A Southern beauty whose habit of waking up in strange beds with head-ringing hangovers is beginning to wear thin determines to uncover her secret shrouded family past in hopes of discovering the truth about the woman she has become in the feature filmmaking debut of actor-turned-director Joey Lauren Adams. Lucy (Ashley Judd) is a small town thirtysomething who seems to have fallen into a downward spiral of alcohol-fueled benders and spontaneous one-night stands. In order to begin the transformation necessary to help her overcome her self-destructive ways, however, Lucy will have to look deep into her familial past and seek out the true weight of the burden that has led her down the darkened path she currently walks. Diane Ladd, Tim Blake Nelson, and Laura Prepon co-star in an intimate personal drama that made its premiere at the 2006 Sundance Film Festival.",21
1476,Superman Returns,75,61,PG-13,"'Action & Adventure', 'Drama', 'Science Fiction & Fantasy'","'Brandon Routh', 'Kate Bosworth', 'Kevin Spacey', 'James Marsden', 'Parker Posey', 'Frank Langella', 'Sam Huntington', 'Eva Marie Saint', 'Kal Penn', 'Marlon Brando', 'David Fabrizio', 'Tristan Lake Leabu', 'Vincent Stone', 'Peta Wilson', 'Jack Larson', 'Noel Neill', 'James Karen', 'Stephan Bender', 'Jeff Truman', 'Barbara Angell', 'Ian Bliss', 'Ansuya Nathan', 'Warwick Young', 'Richard Branson', 'Bradd Buckley', 'Bill Young', 'David Webb', 'Thomas W. Stewart', 'Patricia Howson', 'Thomas Stewart', 'Mirren Lee', 'Steve Ostrow', 'Stephen Ostrow', 'Hank Roberts', 'Raelee Hill', 'Lee James', 'Michael Duggan', 'Karina Bracken', 'Frederique Fouche', 'Julian Pulvermacher', 'ReBecca Barratt', 'Keegan Joyce', 'Ted Maynard', 'Ed Wightman', 'Prue Lewarne', 'Paul Shedlowich', 'Barry Quin', 'Francine Bell', 'Penelope Heath', 'Genevieve Davis', 'Robert Meyer Burnett', 'Terrell Dixon', 'Kevin Fisher', 'John Lucantonio', 'Rob Flanagan', 'Robert Flanagan', 'Darin Rossi', 'Phillip Henry', 'Henry Browne'",'Bryan Singer',2006-06-28,'Warner Bros. Pictures',154,200100000.0,"Following a mysterious absence of several years, Superman comes back to Earth -- but things have changed. While an old enemy plots to render him powerless once and for all, The Man of Steel faces the heartbreaking realization that the woman he loves, Lois Lane, has moved on with her life. Or has she? Superman's bittersweet return challenges him to bridge the distance between them while finding a place in a society that has learned to survive without him. In an attempt to protect the world he loves from cataclysmic destruction, Superman embarks on an epic journey of redemption that takes him from the depths of the ocean to the far reaches of outer space.",348
1477,Charlotte's Web,79,62,G,"'Animation', 'Drama', 'Kids & Family'","'Julia Roberts', 'Steve Buscemi', 'John Cleese', 'Oprah Winfrey', 'Cedric the Entertainer', 'Kathy Bates', 'Reba McEntire', 'Robert Redford', 'Thomas Haden Church', 'André Benjamin', 'Dominic Scott Kay', 'Sam Shepard', 'Abraham Benrubi', 'Dakota Fanning', 'Louis Corbett', ""Julian O'Donnell"", 'Essie Davis', 'Kevin Anderson', 'Robyn Arthur', 'Siobhan Fallon Hogan', 'Gary Basaraba', 'Nate Mooney', 'Nicholas Bell', 'Beau Bridges', 'Teague Rook', 'Julia Zemiro', 'Denise Kirby', 'Robert Plazek', 'Joseph Lotesto', 'Michael Roland', 'Don Bridges', 'Ian Watkin', 'Joel McCrary', 'Brian Stepanek', 'Bradley White', 'Maia Kirkpatrick', 'Jennessa Rose', 'Briana Hodge', 'Jane Sibbett'",'Gary Winick',2006-12-15,'Paramount Pictures',97,82100000.0,"E.B. White's classic children's story comes to the screen in this live-action adaptation with an all-star voice cast. Fern Arable (Dakota Fanning) is a young girl growing up on her family's farm. When a sow gives birth to some piglets, Fern's father (Kevin Anderson) intends to do away with the runt of litter, but Fern has become attached to the little pig and persuades her father to let him live. The pig, named Wilbur (voice of Dominic Scott Kay), becomes Fern's pet, but when he grows larger, he's put in the care of Homer Zuckerman (Gary Basaraba), a farmer down the road. Fern is still able to visit Wilbur regularly, and it soon occurs to both of them that pigs tend to have a limited life expectancy on a farm, and that unless something unusual happens, Wilbur will eventually becomes someone's dinner. Charlotte, a friendly spider, hatches a plan to make Wilbur seem special enough to save by weaving messages about the ""terrific"" pig into her web, and she soon persuades her barnyard friends to join in her plan. Charlotte is voiced by Julia Roberts, while the other actors who provide the voices of the animals on Zuckerman's farm include Robert Redford, John Cleese, Oprah Winfrey, Steve Buscemi, Kathy Bates, Cedric the Entertainer. Thomas Haden Church, and André Benjamin. ~ Mark Deming, Rovi",421
1478,District B13 (Banlieue 13),80,77,R,"'Action & Adventure', 'Art House & International', 'Science Fiction & Fantasy'","'Cyril Raffaelli', 'David Belle', ""Tony D'Amario"", 'Bibi Naceri', 'Dany Verissimo', 'François Chattot', 'Nicolas Woirion', ""MC Jean Gab'1"", 'Patrick Olivier', 'Gadner Jerome', 'Samir Guesmi', 'Dominuque Dorol', 'Tarik Boucekhine', 'Ludovic Berthillot', 'Azad', 'Marc Andreoni', 'Roberto Gil', 'Patrick Medioni', 'Nicolas Wan Park', 'Lyes Salem', 'Bernard Grenet'",'Pierre Morel',2006-06-02,'Magnolia Pictures',81,1150592.0,"A nuclear weapon has been stolen by the most powerful gang in Paris' treacherous, walled-in ghetto, and it's up to a determined cop and a vigilante criminal in search of his sister to infiltrate the sector, save the girl, and get the bomb out of the bad guys' hands in an action-packed tale produced by Luc Besson and directed by cinematographer Pierre Morel. The year is 2010, and a massive wall has been erected to keep the violence of the Paris ghetto confined to District B13. Within these walls, gangs rules the streets and law enforcement is powerless. This time the gangs have gone too far, though, and when the authorities realize that a nuclear weapon has been smuggled into the district, specially trained policeman and martial artist Damien is assigned the task of retrieving the weapon of mass destruction before Paris goes up in flames. He's not going to be able to do it on his own, though, and when Damien learns that breakaway bad guy Leïto's sister has been abducted by the very same gang, the pair soon forges a tentative partnership that merges the power of law enforcement with the anything-goes attitude of the criminal element. ~ Jason Buchanan, Rovi",0
